strategy, w1, w2, w5, w7, w8, mean_score

Offensive, -5.0, 1.0, 10000.0, 200.0, 40.0, -22.099999999999998, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 60.0, -12.0, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 80.0, -17.53333333333333, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 100.0, -30.8, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 40.0, -38.0, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 60.0, -6.333333333333333, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 80.0, -24.433333333333334, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 100.0, 5.166666666666667, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 40.0, -15.733333333333334, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 60.0, -15.966666666666669, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 80.0, -17.366666666666664, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 100.0, -6.933333333333334, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 40.0, -14.866666666666665, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 60.0, -8.533333333333333, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 80.0, -2.9666666666666672, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 100.0, -13.666666666666666, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 40.0, -39.166666666666664, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 60.0, -8.566666666666668, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 80.0, -12.733333333333334, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 100.0, -14.4, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 40.0, -11.533333333333333, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 60.0, -7.766666666666667, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 80.0, -17.166666666666668, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 100.0, -16.8, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 40.0, -24.86666666666667, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 60.0, -6.733333333333333, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 80.0, -25.96666666666667, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 100.0, 5.921189464667501E-16, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 40.0, -23.0, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 60.0, -8.9, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 80.0, -8.566666666666668, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 100.0, -16.400000000000002, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 40.0, -13.133333333333333, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 60.0, -6.633333333333333, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 80.0, -19.233333333333334, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 100.0, -21.03333333333333, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 40.0, -20.166666666666668, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 60.0, -7.433333333333334, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 80.0, -13.4, 
Offensive, -5.0, 1.0, 10000.0, 200.0, 100.0, -10.0, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 40.0, -34.833333333333336, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 60.0, 0.09999999999999964, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 80.0, -18.599999999999998, 
Offensive, -5.0, 1.0, 10000.0, 300.0, 100.0, -22.2, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 40.0, -24.866666666666664, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 60.0, -30.46666666666667, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 80.0, -14.933333333333332, 
Offensive, -5.0, 1.0, 10000.0, 400.0, 100.0, -21.76666666666667, 
